Ticker,Price,Date
BBAS3.SA,20.3799991607666,2025-08-26
BBSE3.SA,32.2599983215332,2025-08-26
BRBI11.SA,15.90999984741211,2025-08-26
CMIN3.SA,5.039999961853027,2025-08-26
ISAE4.SA,22.579999923706055,2025-08-26
KLBN11.SA,18.280000686645508,2025-08-26
